name,placeId,googleMapsUrl,address,city,region,postalCode,countryCode,phone,website,avgRating,totalReviews,priceRange,tags,description,businessPhoto,photoUrls,hours,lat,long,discoveryQuery,searchLocation,searchCoordinates,scrapeTimestamp
HUNDRED,ChIJE6tFsFOFQQ0Rz192-I_0ZVg,https://www.google.com/maps/place/?q=place_id:ChIJE6tFsFOFQQ0Rz192-I_0ZVg,"Av. de la Victoria, 144",Madrid,Madrid,28023,ES,919 99 27 18,https://hundredburgers.com/,4.7,,,"[""Hamburguesería""]",,https://lh5.googleusercontent.com/-OcG2rarGJEA/AAAAAAAAAAI/AAAAAAAAAAA/cHwLHBZ1d5c/s800-p-k-no-ns-nd/photo.jpg,"[""https://lh5.googleusercontent.com/-OcG2rarGJEA/AAAAAAAAAAI/AAAAAAAAAAA/cHwLHBZ1d5c/s800-p-k-no-ns-nd/photo.jpg""]","[{""day"": ""lunes"", ""hours"": ""13:00–23:00"", ""open24Hour"": 13, ""close24Hour"": 23}]",40.474943499999995,-3.8360741,restaurants,Madrid,"40.47427870242575,-3.833157095871826",2026-08-24T09:39:47.009951+00:00
